Power Plant,Incident,Predicted Labels
Davis-Besse,"The reason that the Reactor was manually tripped is that the PZ level exceeded the procedurally specified high level limit of 290 inches when in Modes 1 and 2. The high level condition in the PZ was due to loss of letdown capability as a result of the Makeup Filters and Primary Demineralizer Filter being restricted. The filters were restricted after PD #3 was put in service. Subsequent inspection of PD #3 revealed that its internals had degraded. This resulted in demineralizer resin being transported out of the PD #3 and into the filter housings. The screen mesh that wraps around the laterals in the bottom of the demineralizer failed due to extensive pitting corrosion and material deficiencies which allowed the resin breakthrough. A metalurgical analysis conducted by Exelon Power Labs indicated that sulfur compounds, which caused a low pH, were the likely cause of the pitting. The likely source of the sulfur compounds was attributed to the degradation of the cation resin beads due to the resin's partially spent condition and extended radiation exposure to activated corrosion products.
Prior to the reactor trip, operators attempted to close MU4 from the control room. MU4 failed to fully close on this remote demand. Subsequent troubleshooting of the valve did not identify any abnormal characteristics. Therefore, the cause of the failure to close was indeterminate. During preventive maintenance tests conducted since, the valve stroked normally.
The apparent sluggish response by SP7B was evaluated. The valve's response immediately following the reactor trip was attributed to a drop in differential pressure (dP) across valve SP7B which reduced the ability of the valve to control SG level. The sluggish response of SP7B following the trip of the Auxiliary Boiler was attributed to the realignment of steam loads and not due to a tuning or hardware problem. When the steam loads were transferred, the dP across the valve was rapidly reduced. The valve went full open until the valve dP was restored. As the steam loads decreased, the valve dP recovered, but SG #1 level had overshot the setpoint.","['continuous learning', 'problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"The guidance provided in the Plant Shutdown and Cooldown Operating Procedure, DB-OP-06903, did not include sufficient information to provide operators with the instrumentation designation needed to monitor pressurizer cooldown limits during these evolutions. The correct instrumentation designation, TE RC15, is cited in DB-OP-06003, Pressurizer Operation, but is not referenced in DB-OP-06903. Operators, therefore, made an assumption of pressurizer cooldown indication that was contrary to procedures, but was also not adequately addressed in the appropriate procedures.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"
DBNPS Licensee Event Report (LER) 1996-008 identified the potential that if a switchyard circuit breaker should experience a lockout while an offsite transmission line is out of service, a loss of offsite power could occur. The investigation and subsequent corrective actions centered on the performance of maintenance activities causing one of the three offsite lines to be unavailable. The apparent cause of occurrence for this recent event is that the previous reviews of switchyard configuration for applicability of the TS action statements did not address the potential that opening a single switchyard breaker could result in a similar condition as having an offsite line unavailable.","['decision making', 'problem identification and resolution', 'work processes']"
Davis-Besse,"The most probable cause of the MSSVs to have a setpoint greater than the ASME B&PV Code allowable setpoint is seat and disc galling. The initial test lift of valve SP17B7, which has a 1050 psig setpoint, was at 1093 psig. The second test lift, performed to fulfill ASME Code requirements, was at 1062 psig without any adjustments performed from the initial test lift. This high initial lift phenomenon has been identified at other nuclear power plants with Dresser 3700 series safety valves. As a result, the Electric Power Research Institute (EPRI) initiated a project to investigate the cause of MSSVs sticking. Results of the EPRI project indicates the high lift phenomenon occurs somewhere within 30 to 90 days after installation of the safety valve and is a result of some form of sticking or galling of the seat and nozzle. The sticking or galling only occurs after maintenance is performed. Typically after one or two safety valve lifts the sticking/galling does not repeat. Evidence has shown that a gray finish on the disc to nozzle interface may reduce the potential for sticking/galling. Prior to this event, a mirror finish has been used on all DBNPS MSSVs to ensure leak tightness, and no valve lifts are performed once the MSSVs are reinstalled following maintenance. The gray finish is rougher than the mirror finish, and may help reduce galling between the seat and nozzle surfaces that occurs while the valve is inservice. A study performed by EPRI and Dresser Valve Company along with a group of utility representatives has concluded that changing the
disk material from the originally-supplied 422 stainless steel to a pre-oxidized inconel X-750 material will eliminate the high lift phenomenon following valve maintenance.","['continuous learning', 'problem identification and resolution', 'work processes']"
Davis-Besse,"
The apparent cause of occurrence for the failure of check valves MS145 and MS146 is misapplication of the check valves due to the original design in Modification 95-0060 being inadequate.
The design of the minimum flow piping called for throttling the flow through MS145 and MS146 with a downstream globe valve, MS 143 and MS 147 respectively, to the point where valves MS734 and MS735 stopped tapping. Throttling flow was desired to minimize the amount of steam that had to be diverted to the high pressure feedwater heater. Although the flow was throttled to stop MS734 and MS735 from tapping, the flow was not sufficient to maintain check valves MS145 and MS146 fully open. The design package for Modification 95-0060 did not include consideration for determining the minimum required flow rate to maintain check valves MS145 and MS146 in the fully open position. Although required by the valve specification, the minimum flow to hold the disc fully open was not identified on the drawing for the valve. These check valves are bolted cover, piston lift check valves, Velan Figure Number W07-2034B-02AA, with a spring opposing opening of the valve. The size of the spring in the valve did not allow the valve to be fully open with throttled flow.
Considering the location of the check valves in the piping, the check valves are subjected to turbulent flow. There was insufficient flow to keep the check valves open against the force of the spring internal to the check valve.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"Self-checking and peer checking were not applied to ensure the correct component was identified while investigating the unexpected alarm behavior. This resulted in the electrician removing the cover of a relay in the wrong side of the cabinet, touching the relay, and inadvertently actuating the relay, causing the loss of offsite power.
Test deficiencies were written during the two previous performances of the Off-Site AC Sources Bus Transfer Test in 1998 and 1996, stating that the Startup Transformer Lockout annunciator alarm cleared before the lockout was reset. The resolution of these deficiencies was that the lockout annunciator alarm performed as designed, and automatic clearing of the annunciator is normal. This information was not added to the test procedures. This resulted in the test leader requesting verification of relay status in order to investigate the cause of the unexpected alarm behavior.","['decision making', 'effective safety communication', 'personal accountability', 'work processes']"
Davis-Besse,"The first apparent cause of this event has been concluded to be inadequate work practices in that the Equipment Operator failed to close the valve MS 750 after draining the MS to AFPT 1 piping on June 1, 2000. The investigation of this event concluded that the Equipment Operator who performed the weekly drain of condensate from MS to AFPT 1 piping on June 1, was the last one to operate the valve. Valve MS 750 was apparently not closed after draining the condensate from the Main Steam piping. Though not required by procedure, the AFPT drain evolution was adversely affected by the failure to verify (self-check) the system alignment (MS 750 closed) prior to implementing further action.
The second apparent cause of this event was inadequate written communication in that there was no specific directions or procedural guidance for completion of the AFPT weekly drain evolution. Procedure DP-OP-00000, ""Conduct of Operations,"" describes the general administrative controls, which have been established for the activities of Operations Section personnel. This procedure states that an Independent Verification shall be required for all valves, breakers and other components in safety related systems where improper positioning could adversely affect system operation or containment integrity. Although the improper positioning of the AFPT drain valves could adversely affect the operation of the AFW train, there was no Independent Verification requirement or procedure controls for the weekly drain of the AFPT Steam Lines.","['personal accountability', 'problem identification and resolution', 'work processes']"
Davis-Besse,"The apparent cause of the three MSSVs exhibiting the highest relative setpoint (SP17A4, SP17A9 and SP17B3) to have a setpoint greater than the allowable setpoint is oxide bonding. Prior to the Thirteenth Refueling Outage, all MSSVs had Type 422 martenstic stainless steel disks and Type 316 austenitic stainless nozzles. The oxides of the nozzle and disk grow together due to the similar oxide structure of the two materials. The oxide bonding is initiated by performing refurbishment (i.e., lapping) of the disk and nozzle seats and/or by installing new disks of Type 422 martensitic stainless steel. Oxidation of the disks and nozzles occurs following installation of the MSSVs in a high- temperature steam environment. These MSSVs lifted high on the first test lift and then within tolerances on the second test lift, demonstrating sticking on the initial lift. This is consistent with the oxide bonding that has been experienced throughout the industry on the initial in-service lift following disk replacement and nozzle lapping. This oxide-bonding phenomenon is documented in Electric Power Research Institute (EPRI) publication TR-113560, Investigation of MSSV High First Lift Phenomenon in Dresser 3700 Series Steam Safety Valves.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"On March 8, 2002, the DBNPS management assembled a group of FirstEnergy Nuclear Operating Company personnel and industry experts to investigate the RPV head and CRDM nozzle condition to determine the root cause. This effort determined that:
■The probable cause of the axial through-wall flaws was PWSCC in the CRDM nozzles due to material susceptibility in the presence of a suitable environment. This is consistent with previous industry experience with PWSCC in Alloy 600 components as was evaluated as part of the NRC Generic Letter 97-01, ""Degradation of Control Rod Drive Mechanism Nozzle and Other Closure Head Penetrations.""
■The root cause of the degradation of the RPV head is boric acid corrosion resulting from CRDM nozzle leakage over a significant period of time, and its lack of discovery due to inadequate Boric Acid Corrosion Control Program and Inservice Inspection Program implementation regarding the RPV head. The inadequate implementation of the Boric Acid Corrosion Control Program resulted in the leakage from the CRDM nozzle annulus areas not being identified during plant outages, allowed the plant to return to power with boric acid crystal deposits on the RPV head following the plant outages, and not identifying the degradation of the RPV head base metal during the twelfth","['continuous learning', 'problem identification and resolution', 'work processes']"
Davis-Besse,"Operations personnel approved release of the designated individual on March 11, 2002, based on a review of TS 3.9.4, which provides requirements applicable to containment penetrations during core alterations or movement of fuel within containment. Core alterations within containment had been suspended, and review of the Technical Specifications prior to releasing the designated individual considered only the requirements of TS 3.9.4. The review did not consider the requirements of TS 3.9.12, which required the designated individual for EVS operability during operations involving movement of fuel in the spent fuel pool. The Shift Engineer, who holds a Senior Reactor Operator's License, was interrupted multiple times during his review of Technical Specification requirements and did not focus on TS 3.9.4 intent and requirement.
Contributing to this event was that procedure DB-OP-06904, ""Shutdown Operations,"" did not address the requirements of TS 3.9.4 or TS 3.9.12 for establishing/releasing the individual designated for airlock door closure when the containment equipment hatch and both personnel airlock doors are open.","['decision making', 'work processes']"
Davis-Besse,"
Inadequate Settings for Pressure Regulating Valves
During original plant construction, a formal calculation supporting the design basis and appropriate actuator settings could not be iden�tified. During plant pre-operational testing, failure of the stem to actuator connection occurred because the valve stem threaded connection was undersized.
To reduce thrust forces on the valve stems, it was decided in 1977 to add a pressure regulating
valve (PRV) [CB-AFRG] between the air accumulator and the valve actuator. Based on a March 1, 1977 Field Change Authorization, the PRV for MU66A-D was set at 46 psig vice 75 psig pressure at the accumulator. The basis for this value is unknown, although it appears to be predicated on this Field Change","['continuous learning', 'problem identification and resolution', 'work processes']"
Davis-Besse,"
The concerns and issues associated with the emergency sump and the potential debris sources in relation to blockage of the strainer have been documented in several condition reports. The causes identified in the emergency sump evaluation and the unqualified coatings applied within containment evaluation include: no specific design criteria was available for the emergency sump, various engineering processes were ineffective, and problems in communication (both written and verbal) during construction. Below is more information on the causes along with contributing causes and concerns.","['effective safety communication', 'problem identification and resolution', 'work processes']"
Davis-Besse,"The unprotected EDG Exhaust Piping and unprotected MSSVs have been in this condition since initial operation of the DBNPS. The conditions occurred during original construction. The apparent cause for these conditions is that the original Architect/Engineer design for the associated tornado missile barriers was inadequate, based on the DBNPS USAR description of tornado missile protection.","['problem identification and resolution', 'work processes']"
Davis-Besse,"The bottom of the reactor vessel operates at a lower temperature (approximately 558 degrees F) than the reactor vessel upper head (approximately 605 degrees F). Given this lower temperature and the duration of operation of the DBNPS, the incore nozzles would have a lower susceptibility for Primary Water Stress Corrosion Cracking than nozzles located on the reactor vessel upper head. At the time of original report submittal, visual inspections of these nozzles were not routinely conducted for plants in the United States, and inspections and testing at plants in France had not yet discovered any cracking or leaking of the incore nozzles. Subsequent to the original report submittal, visual inspection of the South Texas Project Unit 1 Reactor revealed evidence of leakage from two incore nozzle penetrations.
Based on the results of the Reactor Coolant System Pressure test, there was no identified leakage of the DBNPS reactor vessel incore nozzles. Therefore, this issue has no safety significance.","['problem identification and resolution', 'work processes']"
Davis-Besse,"A number of the conditions adverse to quality related to corrosion, pitting, and rusting of the CAC unit components and SW piping resulted from boric acid deposition. These conditions could have challenged the seismic integrity of the CAC units. The boric acid deposition was the result of leaking reactor coolant, the causes of which have been documented in the Root Cause Analysis Reports on Failure to Identify Reactor Vessel Head Degradation provided to the NRC onApril 18, 2002, and August 21, 2002. In addition, microbiological influenced corrosion (MIC) was identified on SW return flow manifold flanges following disassembly of the flanges. No evidence of prior leakage was observed.
Concerns identified relative to thermal stress and seismic design were the result of apparent non-conservative original design modeling assumptions. No basis or reference for these assumptions could be located.
Several issues were identified which related to maintenance, test, and/or configuration control activities or conditions. These conditions were either administrative in nature or did not affect the ability of the CACs to perform their design function during previous operation.
A limited number of conditions which could result in degraded thermal performance were identified. Water-side fouling of one cooling coil from CAC #3 was identified. It consisted of limited hard blockage of cooling coil tubes and accumulation of zebra mussel shells. Since the service conditions for CACs #1 and #2 are similar to CAC #3, the degraded conditions on CAC #3 are considered to be representative of the other cooling coils. The presence of microbiological organisms was attributed to lack of effective biocide treatment on the SW System prior to and during 13RFO. Air-side (cooling fin) fouling was identified as the result of boric acid deposition. The cause of this condition is described above. While conducting inspection and cleaning of CAC #2 SW piping, a piece of plywood measuring approximately 5 inches by 7 inches was discovered in the 8-inch diameter supply line upstream of the transition to two 6-inch pipes, each of which supplies SW to one of two independent cooling coil manifolds. There are no intervening pipe fittings or valves between the as- found location of the foreign material and the two 6-inch transitions. This condition is believed to be an isolated condition that occurred during 12RFO.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"The cracking of the 2-2 and 2-1 HPI thermal sleeves appears to have been caused by high cyclic thermal fatigue. The thermal mixing of hot reactor coolant and the relatively low amount of cool makeup flow may have generated cyclic thermal stresses in the sleeve. Cyclic thermal stresses may have also been caused by changes in normal makeup flow. In addition to the thermal cyclic stresses which were present in each of the thermal sleeves, a contributor to the cracking could have been flow induced vibration from the RCS flow in the RCS cold leg. The end of the thermal sleeve extends into the cold leg approximately 2 inches and the flow through the cold leg could provide additional stress to an already weakening thermal sleeve which has seen thermal cyclic stress.
The current alignment of normal makeup flow is through the HPI 2-2 line, however the 2-1 HPI thermal sleeve that was installed during the 5th refueling outage was exposed to one single fuel cycle of operation as the normal makeup flow path during the 6th fuel cycle. Visual testing was performed during the 6th refueling outage with no indications of thermal stress fatigue; therefore no further tests
were conducted at that time. The thermal cyclic stress from the one cycle of operation as the normal makeup flow path could provide enough thermal cyclic stress in the sleeve along with flow induced vibration from the RCS cold leg flow for seven cycles to cause the crack identified on the 2-1 thermal sleeve. A vendor with thermal hydraulic analysis experience was consulted and it is believed that cracks could initiate as early as in their first cycle of service as a makeup flow path.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"
The apparent cause of the HPI pump debris tolerance issues is that the original HPI pump specification did not fully consider debris entrained in the water. The concern with the original design and capability of the HPI pumps to tolerate debris are related to errors that occurred during the design and construction of the facility in the latter 1960s and early 1970s. When the plant design was developed, the design of the HPI pump and the use of a hydrostatic bearing was apparently not adequately evaluated for the potential impact of post-COCA debris that was smaller than the containment
emergency sump screen openings.
A contributing cause was determined to be that the nuclear steam supply system supplier failed to consider effects of debris on internal components within the HPI pumps when questioned in the mid-1970's. The HPI pump configuration includes a ""piggyback"" arrangement to receive containment sump inventory through discharge from the LPI pumps. Subsequently, the nuclear steam supply system supplier reviewed the impact of debris in the water in the size range between 0.004 to 0.015 inches and concluded that the debris would not affect the capability of the HPI pump to successfully continue operation.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"When the DBNPS was originally designed and licensed, a LOCA analysis was performed by B&W to demonstrate compliance with the requirements of 10 CFR 50.46, 'Acceptance Criteria for ECCS for Light Water Nuclear Power Reactors.' This analysis was based on the application of a May 1972 Dl. The computer codes used in this early BM were not sufficiently sophisticated to identify repressurization cycles of the type now understood to occur during very SBLOCA events. The evaluation methodologies met the standards of the time.
As a result of the accident at Three Mile Island Unit 2 in March 1979, the NRC initiated an examination of slow RCS depressurization resulting from SBLOCAs. These SBLOCAs had not previously received detailed analytical studies comparable to those devoted to large breaks. A product of this NRC re-examination was NUREG-0565, ""Generic Evaluation of Small Break Loss-Of-Coolant Accident Behavior in Babcock & Wilcox Designed 177-FA Operating Plants."" In NUREG-0565, the NRC concluded that ""the small break analysis methods used by B&W are satisfactory for the purpose of predicting trends in plant behavior following small break LOCAs and for training of reactor operators,' but concerns regarding the small break model were identified. NRC recommendations included that analysis methods should be revised and submitted for NRC approval, and plant-specific calculations using the NRC-approved model for small breaks should be submitted to show compliance with 10 CPR 50.46.In response, B&W re-examined SBLOCAs to a minimum break area of 0.01 ft2 for the raised loop design (elevated once-through steam generators (OTSO) relative to the reactor vessel) which DBNPS incorporates. The analysis of the 0.01 ft2 break predicted that repressurization cycles would occur while the HPI Pumps are aligned to the BWST but rapidly dampened after three cycles due to system heat removal dynamics. Recognizing the lower shutoff head of the DBNPS HPI Pumps. the NRC was concerned with the potential for repressurization. However, based upon mitigative actions provided by B&W, the NRC found ""the range of small breaks and small break accident cooling modes arc considered appropriate for demonstrating plant response to potential SBLOCAs.' This analysis supported establishment of a 0.01 ft2 break area as the lower limit of the spectrum of breaks analyzed for the DBNPS.
For the DBNPS Operating Cycle 13 and forward, the large and small break LOCA spectrum was reanalyzed using improved computer codes in the EM, Framatome Topical Report BAW-10192PA, July 1998. The DBNPS-specific analysis results are summarized in Framatome ANP 86-5006232-00, ""DB-1 LOCH Summary Report.' This report was issued in March 2000. This analysis included a break area of 0.01 ft2 as the lower limit of the break sizes analyzed based on the conclusion that with OTSO heat transfer available, the consequences of the small break transient decrease with decreasing break size. Revision 22 to USAR 6.3.3 discusses the evaluation results of this report. This Summary Report indicates that the repressurization phenomenon would occur during the injection mode of operation when the HPI pumps have minimum flow recirculation. However, Auxiliary","['continuous learning', 'problem identification and resolution', 'work processes']"
Davis-Besse,"The previous procedures used to calibrate the PAMS RCS hot leg temperature elements did not contain sufficient details to ensure the temperature elements were checked in accordance with the Technical Specifications. In 1991 the test methodology was changed to use cross calibration to check the RCS hot and cold leg temperature elements. However, the accuracy of the change was not verified or validated properly, and the check of the PAMS RCS hot leg temperature elements was not included in the new procedure. Since the previous procedure did not identify these temperature elements were required to be checked per the Technical Specifications, they were excluded from the procedure so that wide range temperature indication would be available during the cross calibration of the other RCS temperature elements.","['continuous learning', 'problem identification and resolution', 'work processes']"
Davis-Besse,"In 1987, a condition was discovered which identified insufficient controls over the configuration of the plant in that numerous components, included in vendor supplied cabinets and skids, were not included on plant drawings or in plant procedures. During the review process (1987) for this condition, it was identified that the field conditions for the CGA Hxs did not match plant documentation. Associated documents were revised to include valves CC274, CC275, CC277, and CC278 to reflect the as-built conditions of the CGAS HXs.
In February 1993 and August 1992, procedures DB-SP-03063 and DE-SP-03064, ""Component Cooling Water Train 1 Valve Verification Monthly Test"" (and Train 2, respectively), were revised to include verification that each isolation valve (CC274, CC275, CC277, and CC278) is in the open position. These Operations procedure DB-OP-01002, ""Component Operation and Verification"", provides guidance to the operator and describes the correct way to verify that a valve is open. It states: ""apply force to the handwheel in the close direction and when valve movement in the close direction is verified, re-open the valve."" The as-found condition of the valves determined that the valve handwheels Sand stem) rotated approximately one-half a turn in the close direction which indicated the valves were open. However, investigation determined that there was no flow through the valves.
Because the valve hand wheels could be moved in the closed direction, as described by procedure, this masked the fact that the valves were not in the open position. Although the valves were added to the drawings and procedures in 1990, no documentation could be found that confirmed flow through the CGA HXs after the documents were revised. Also, no records of maintenance activities could be identified that would have required the closing of these valves. Upon forcibly opening CC274, a leak was identified on the bottom of the CGA Loop 1 HX, apparently due to corrosion. This further indicated that the valves had not been opened for a significant period of time.
The investigation of the four CCW isolation valves found to be closed indicated this condition existed since original cabinet installation. The valves did not appear in plant drawings or procedures until 1990. No maintenance activities were identified that would have closed the valves. With the valves closed, the lines to the CGAs Analyzers did not completely fill with CCW, thereby creating a corrosive environment in the valve seating area. The condition of not having flow through the CGAs was not identified earlier than May 2003 because there was no direct or indirect means of verifying CCW flow through these lines. There was no attempt previous to May 2003 to measure flow through the lines. This issue of no prior flow testing was identified during the latent issues review performed on the CCW System. In order to assess the extent of this condition, the piping configuration for all CCW and Service Water cooled components was evaluated. No additional cases of piping configuration that failed to provide direct or indirect indication of cooling water flow were identified.
","['problem identification and resolution', 'work processes']"
Davis-Besse,The causes associated with this condition was the misapplication of the HELB model resulting from lack of communication between design engineering groups performing different sets of calculations and inadequate development and maintenance of calculations in the 1980's.,"['effective safety communication', 'problem identification and resolution', 'work processes']"
Davis-Besse,"As a result of the Millstone Unit 2 event in July 1976 caused by a reduction in grid voltage, undervoltage relays were installed at the DBNPS to protect the 4160 V essential buses from degraded voltage conditions. As a result of the Arkansas Nuclear One (ANO) Unit 1 event in September 1978 involving degraded voltage on the safety buses, the DBNPS Architect/Engineer analyzed the DBNPS electrical power distribution system using a computer model to ensure adequate voltage existed on the DBNPS safety buses. In 1988, the DBNPS engineering staff selected the Electrical Load Management System (ELMS) computer program to model the electrical distribution system and to perform a more detailed review of the distribution system for calculating short circuit currents and for comparison against equipment ratings, determining bus and terminal voltage throughout the system depending on source voltage and alignment, and calculating load flow within the system. However, the ELMS modeling did not include the most limiting postulated scenario of one startup transformer and one bus-tie transformer in service as had been originally modeled by the DBNPS Architect/Engineer. Although this condition appears to be an original design bases deficiency, no specific cause could be found for why the ELMS modeling did not include the most limiting scenario, which may be due in part to the fact that the ELMS modeling was completed over ten years ago. This was a missed opportunity to identify this design deficiency and is attributed to inadequacy in engineering rigor as well as inadequate management oversight in preparing the ELMS modeling and in preparing the undervoltage relay setpoint calculation, which resulted in incomplete analysis and unverified assumptions in the calculations. The issues of engineering rigor and management oversight are being addressed as part of the DBNPS Return to Service Plan.","['continuous learning', 'decision making', 'leadership safety values and actions', 'work processes']"
Davis-Besse,"
The events that led to the degraded grid voltage conditions in several Eastern and Midwestern states as well as Canada were outside the control and responsibility of the DBNPS. An international commission is currently investigating the cause for the degraded grid voltage conditions.
The distortion of the CAC Service Water piping expansion bellows was the result of an inadequate hydrodynamic transient analysis. The analysis used to design the CAC Service Water piping under-predicted the peak pressures that would occur for a loss of offsite power condition, when the Service Water Pump Motors would be de-energized and would subsequently restart in approximately 30 to 50 seconds, in conjunction with low Service Water System flow/high Service Water System pressure that would exist with the plant in a shutdown condition. Non-conservative hydrodynamic transient model parameters used in the analysis included Service Water System pressure, lake level, pump start times, valve alignments, and residual void volume.
The Service Water System leakage from the end bell of CCW Heat Exchanger 3 was caused by inadequate thickness dimension of the gasket material installed during the current outage. The gasket material was unable to accommodate the irregularities that existed in the gasket sealing surfaces. The inadequate gasket thickness had been identified prior to the loss of offsite power event but had not yet been repaired. The leak manifested itself because of the anticipated hydrodynamic transient that occurred as a result of the loss of power to the operating Service Water Pumps.","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"after installation (i.e., peened or tack welded adjacent to the head of the pin). The pins for DH14A were determined to be staked based upon inspection following valve disassembly. Staking is an enhanced pin retaining mechnanism that is intended to increase the stress of interference at this end of the hole as an added measure to prevent loosening of the pin.
Therefore, the cause of the loss of taper pins in DH14B was determined to be incorrect installation of the pins by the vendor (pins installed from the wrong side) coupled with vibration induced by the flow from the April 29, 2003■ test, and a lack of enhanced pin retaining mechanism (staking). The root cause of the condition was a deficient vendor manual that did not contain complete guidance for valve assembly with respect to correct pin installation.","['personal accountability', 'problem identification and resolution', 'work processes']"
Davis-Besse,"The Containment Spray System is an engineered safety feature and is provided, in conjunction with the Containment Air Cooling System (CACS) IBK), to perform the safety function to reduce rapidly, consistent with the functioning of other associated systems, the containment pressure and temperature following a loss-of- coolant accident and maintain them at acceptably low levels. The CS System also provides an additional safety function to reduce the concentration of fission products released to the environment following postulated accidents.
The Technical Specification required number of operable Containment Air Coolers (CAW was met during this occurrence and throughout the time the plant was in Mode 3 and Mode 4 for the NOP/NOT Test. Therefore, the CAC system would have provided a means of heat removal and Containment atmosphere cleanup post-accident while in Mode 3. Also, as stated above, because CS Pump 2 remained operable, the CS System was still capable of performing its safety function with operation of CS Pump 2. The Corrective Action taken (replacing the breaker with a breaker with a different SST system) was effective as verified by at least eight successive starts without failure of CS Pump 2.
The most significant consequence of this false trip is that CS Pump 1 did not start and run upon demand (as occurred on September 5, 2003, and September 17, 2003). Between July 10, 2003 and September 17, 2003, prior to the breaker being replaced without the ground fault function (eliminating the ground fault trip function), CS Pump 1 successfully started at least six out of eight start attempts. This shows that there were successful starts of the CS Pump during this time period.
The unavailability of a CS pump has no effect on the Core Damage Frequency (CDF) because CS is not a system credited for mitigating Core Damage. CS is however, credited in the Probabilistic Safety Assessment (PSA) for the mitigation of releases from containment and consequently the unavailability of a CS pump will increase Large Early Release Frequency (LERF). The increase in LERF is negligible with a single CS pump unavailable. Results of the Level 2 PSA have shown the CS","['problem identification and resolution', 'questioning attitude', 'work processes']"
Davis-Besse,"
The cause for the inability of AFW Train 1 to consistently meet response time testing requirements was excessive moisture in the steam supply piping. Poor steam quality can cause degraded turbine response time, and in the extreme, may result in an overspeed trip of the turbine.Turbine casing and trip throttle valve drains had been opened prior to the performance of the initial two time response tests, however, during the subsequent runs on September 23, 2003, the drains remained closed, causing condensate accumulation. The drains were opened to drain condensate and then closed prior to the fifth test, which demonstrated improved turbine performance. Subsequent to governor adjustments, three successful tests were performed; however, at this point steam quality had been improved via sustained flow through the turbine steam supply lines.
On September 26, 2003, after provisions were made to remove excess moisture by opening steam trap bypass valves, a significant change in the response of the turbine was observed. A graph of the pre-maintenance turbine response showed a dip in speed while increasing to rated speed and a stable rated speed was reached in approximately 25 seconds. The post-maintenance response had no corresponding dip in speed and reached a stable rated speed in approximately 20 seconds.
Performance of the AFPT steam supply piping steam traps is monitored using infrared thermography on a six-month interval when the plant is operating to identify steam traps with performance problems. However, there is currently no preventive maintenance program to supplement the thermography readings. One of the degraded steam traps had last been rebuilt in April 2000; the other steam trap that was more degraded was last rebuilt in May 1995. The degradation of these steam traps was the primary cause for the inoperability of AFPT 1.","['continuous learning', 'problem identification and resolution', 'work processes']"
Davis-Besse,"
The apparent causes of this event were less than adequate operator performance, and less than adequate procedure guidance.
Prior to commencing the plant cooldown, simulator training and a pre-job briefing were conducted. The simulator training was conducted with Control Rod Group 1 inserted, and reactor core decay heat levels were programmed higherthan those that actually existed because the extended outage had allowed more time for core heat to decay. The actual cooldown was performed with Control Rod Group 1 withdrawn. The pre-job briefing did not include a discussion of the RPS Shutdown Bypass High Pressure trip or limiting setpoints.
Prior to RPS actuation, plant cooldown was commenced by increasing the TBV demand by about five percent over the steady state demand. The demand increase was based on the experience from the simulator training that was performed to support the cooldown evolution. However, the decay heat load programmed into the simulator was higher than the actual decay heat load of the RCS. The repositioning of the TBVs resulted in a higher than expected cooldown rate. During the transient, the operator lowered the demand signal on the TBVs but did not completely shut the valves. The higher than expected cooldown rate lowered RCS pressure and PZR level. To compensate for this system response, PZR heaters were energized, the PER level controller setpoint was increased, and demand on the TBVs was reduced. This resulted in increasing RCS pressure and ultimately an RPS actuation occurred on Shutdown Bypass High Pressure.
During the cooldown, control room operators were not specifically monitoring the highest indicated RCS pressure. The focus of operator attention was on the Safety Features Actuation System (SFAS) [41E] inputs for margin to the SPAS RCS Low Pressure trip, not the RPS. The Shift Engineer did not check the readings for the RPS pressure points to determine control margin.
Subsequent to the event, it was determined that procedure DB-OP-06903, ""Plant Shutdown and Cooldown,"" did not contain adequate guidance to aid operator knowledge of the RPS Shutdown Bypass High Pressure trip.","['continuous learning', 'decision making', 'work processes']"
Davis-Besse,"The primary cause of the design deficiency was less than adequate original design consideration in that the designers failed to consider the timing issues associated with the SFRCS logic gates and complete re-energization of the SFRCS 28 VDC and 48 VDC power supplies and removal of the battery-backed power supplies. This lack of consideration resulted in a condition in which the power supply energization time allowed the logic gates to energize in different configurations.
This design became inadequate when the original design was changed from battery-backed auctioneered power supplies for the four individual logic channels to powering channels 3 and 4 from interruptible power sources backed by EDGs. Previously, the loss of power to a logic channel would have required multiple failures of safety-related components whereas currently the loss of power to channels 3 and 4 during LOOP is a design attribute. This design inadequacy was introduced with implementation of the modification to replace the SFRCS cabinets in 1988.
In addition to the primary cause, two contributing causes were identified: less than adequate post modification testing in design consideration and work practices - inattention to detail.
A review of the modification (87-1107) to replace the SFRCS cabinets did not identify appropriate post modification testing for the re-energization issues initiated by the modification. However, it should be noted that due to the inconsistency with which the logic channels assume the blocked condition after re-energization, a post modification test may not have identified a problem with re-energization of the logic channels in a blocked condition.The ultimate responsibility for ensuring that components are properly designed for their application lies with Engineering. However, during procedure development and performance, opportunities were presented in which Maintenance and Operations personnel could and should have questioned steps with procedures which allowed the logic channels to be re-energized in a ""Blocked"" or ""Unblocked"" configuration.","['problem identification and resolution', 'questioning attitude', 'work processes']"
